,"1","1","0","0","lur","lur","adjectiv possessiv","Possessivadjektiv","ihr, ihre, ","ihr, ihre, ","lur","lur","lur","lur","lour","lour","lur","lur","lur","lur",,,,,"48"
,"1","1","0","0","il lur, la lur, ils lur, las lur","il lur, la lur, ils lur, las lur","pronom possessiv","Possessivpronomen","ihrige","ihrige","il lur, la lur, ils lur, las lur","il lur, la lur, ils lur, las lur","igl lur, la lur, igls lur, las lur","igl lur, la lur, igls lur, las lur","igl lour, la lour, igls lour, las lour","igl lour, la lour, igls lour, las lour","il lur, la lur, ils lur, las lur","il lur, la lur, ils lur, las lur","lur","lur",,,,,"49"
,"1","1","0","0","els sezs","els sezs","pronom","Pronomen","sie selbst","sie selbst","els sezs","els seszs","els sezs","els sezs","els sezs","els sezs","els stess, els svess","els stess, els svess","els svessa","els svessa",,,,,"50"
,"1","1","0","0","ellas sezzas","ellas sezzas","pronom","Pronomen","sie selbst","sie selbst","ellas sezzas","ellas sezzas","ellas sezas","ellas sezas","ellas sezzas","ellas sezzas","ellas stess, ellas svess","ellas stess, ellas svess","ellas svessa","ellas svessa",,,,,"51"
,"1","1","0","0","ti tez, ti tezza","ti tez, ti tezza","pronom","Pronomen","du selbst","du selbst","ti tez, ti tezza","ti tez, ti tezza","tei tez, tatez","tei tez, tatez","te tez (f: te tezza)","te tez, te tezza","tü stess (tü svess)","tü stess, tü svess","tü svessa","tü svessa",,,,,"52"
,"1","1","0","0","vus sezs, vus sezzas","vus sezs, vus sezzas","pronom","Pronomen","ihr selbst","ihr selbst","vusezs (vus sezs), vus sezzas (vusezzas), vusezzi, vusezzas","vusezs, vus sezs, vus sezzas, vusezzas, vusezzi, vusezzas","vusezs","vusezs","vusezs, vusezzas","vusezs, vusezzas","vus stess (vus svess)","vus stess, vus svess","vus svessa","vus svessa",,,,,"53"
,"1","1","0","0","ma, però","ma, però, aber","conjuncziun","Konjunktion","aber, jedoch","aber, jedoch","mo,denton","mo, denton, aber","mo","mo, aber","ma","ma, aber","ma, però","ma, però, aber","ma, però","ma, però, aber",,,,,"54"
,"1","1","0","0","ma, mabain","mabain","conjuncziun","Konjunktion","sondern","sondern","mo, mobein","mo, mobein","mo, mobagn","mobagn","ma, mabagn","mabagn","dempersè","dempersè","dimpersè [na be ... dimpersè]","dimpersai",,,,,"55"
,"1","1","0","0","bun","buna","adjectiv","Adjektiv","gut","gut","bien (mpl: buns, f: buna)","bien, buns, buna","bùn, bien, buna","bùn, bien, buna","bun, bung","bung","bun","bun","bun","bun",,,,,"56"
,"1","1","0","0","nov","nov","adjectiv","Adjektiv","neu","neu","niev
(f: nova, mpl: novs)","niev, nova","nov","nov","nov","nov","nouv","nouv","nouv","nouv",,,,,"57"
,"1","1","0","0","onn","onn","num masculin","Nomen (n)","Jahr","Jahr","onn","onn","on","on","onn","onn","an","an","on","on",,,,,"58"
,"1","1","0","0","nulla","nulla, 0","numeral","Kardinalzahl","Null","Null","nulla, nul","nulla, nul, 0","nola, nula","nola, nula, 0","nolla","nolla, nol, 0","nolla","nolla, 0","nolla","nolla, 0",,,,,"59"
,"1","1","0","0","emprim","emprim, emprima","adjectiv","Ordnungszahl","erster, erste","erster, erste","emprem","emprem, emprema","amprem","amprem","amprem","amprem","prüm","prüm","prüm","prüm",,,,,"60"
,"1","1","0","0","dus, duas (2)","dus, duas, 2","numeral","Kardinalzahl","zwei","zwei","dus, duas (2)","dus, duas, 2","dus, duas","dus, duas, 2","dus","dus, 2","duos","duos, 2","duos","duos, 2",,,,,"61"
,"1","1","0","0","segund","segund","adjectiv","Ordnungszahl","zweit","zweit","secund","secund","savund, (sagund)","savund, sagund","sagond","sagond","seguond","seguond","seguond","seguond",,,,,"62"
,"1","1","0","0","secunda","secunda","num feminin","Nomen (f)","Sekunde","Sekunde","secunda","secunda","secunda","secunda","secunda","secunda","secunda","secunda","secunda","secunda",,,,,"63"
,"1","1","0","0","trais (3)","trais, 3","numeral","Kardinalzahl","drei","drei","treis","treis, 3","tres","tres, 3","treis","treis, 3","trais","trais, 3","trais","trais, 3",,,,,"64"
,"1","1","0","0","terz","terz","dumber ordinal","Ordnungszahl","dritte(r, s)","dritte, dritter","tierz, tiarza","tierz, tiarza","tearz","tearz","terz","terz","terz","terz","terz","terz",,,,,"65"
,"1","1","0","0","quatter (4)","quatter, 4","numeral","Kardinalzahl","vier","vier","quater","quater, 4","quater","quater, 4","quatter","quatter, 4","quatter","quatter, 4","quatter","quatter, 4",,,,,"66"
,"1","0","0","0","quart","quart","dumber ordinal","Ordnungszahl","vierte(r,s)","vierter, viertes","(=RG)","quart","(=RG)","quart","(=RG)","quart","(=RG)","quart","(=RG)","quart",,,,,"67"
,"1","1","0","0","tschintg (5)","tschintg, 5","numeral","Kardinalzahl","fünf","fünf","tschun","tschun, 5","tschentg","tschentg, 5","tschintg","tschintg, 5","tschinch","tschinch, 5","tschinch","tschinch, 5",,,,,"68"
,"1","1","0","0","tschintgavel
(f: tschintgavla)","tschintgavel, tschintgavla","dumber ordinal","Ordnungszahl","fünfte(r,s)","fünft","tschunavel
(f: tschunavla)","tschunavel, tschunavla","tschentgavel (f: tschentgavla)","tschentgavel, tschentgavla","tschintgavel (f: tschintgavla)","tschintgavel, tschintgavla","tschinchevel (f: tschinchevla)","tschinchevel, tschinchevla","tschinchavel (f: tschinchavla)","tschinchavel, tschinchavla",,,,,"69"
,"1","1","0","0","sis (6)","sis, 6","numeral","Kardinalzahl","sechs","sechs","sis","sis, 6","sis","sis, 6","seis","seis, 6","ses","ses, 6","ses","ses, 6",,,,,"70"
,"1","0","0","0","sisavel
(f: sisavla) (6avel, 6avla)","sisavel, sisavla, 6avel, 6avla","dumber ordinal","Ordnungszahl","sechste(r)","sechste, sechster, sechstes","sisavel
(f: sisavla) (6avel, 6avla)","sisavel, sisavla, 6avel, 6avla","sisavel (f: sisavla)","sisavel, sisavla","seisavel (f: seisavla)","seisavel, seisavla","sesevel (f: sesevla)","sesevel, sesevla, 6evel, 6evla","sesavel (f: sesavla)","sesavel, sesavla, 6avel, 6avla",,,,,"71"
,"1","1","0","0","set (7)","set, 7","numeral","Kardinalzahl","sieben","sieben","siat","siat, 7","seat","seat, 7","set","set, 7","set","set, 7","set","set, 7",,,,,"72"
,"1","0","0","0","settavel, 7avel (m)
settavla, 7alva (f)","settavel, settavla, 7avel, 7avla","dumber ordinal","Ordnungszahl","siebte(r,s)","siebte, siebter, siebtes","siatavel (m)
siatavla (f)","siatavel, siatavla, 7avel, 7avla","seatavel (m)
seatavla (f)","seatavel, seatavla","settavel (m)
settavla (f)","settavel, settavla","settevel (m)
settevla (f)","settevel, settevla, 7evel, 7evla","settavel (m)
settavla (f)","settavel, settavla, 7avel, 7avla",,,,,"73"
,"1","1","0","0","otg (8)","otg, 8","numeral","Kardinalzahl","acht","acht","otg","otg, 8","otg","otg, 8","otg","otg, 8","och","och, 8","ot","ot, 8",,,,,"74"
,"1","0","0","0","otgavel
(f: otgavla) (8avel, 8avla)","otgavel, otgavla, 8avel, 8avla","dumber ordinal","Ordnungszahl","achte(r,s)","achter, achtes","otgavel
(f: otgavla) (8avel, 8avla)","otgavel, otgavla, 8avel, 8avla","otgavel (8avel) f: otgavla (8avla)","otgavel, 8avel, otgavla, 8avla","otgavel (f: otgavla) (8avel, 8avla)","otgavel, otgavla, 8avel, 8avla","ochavel (f: ochavla) (8evel, 8evla)","ochavel, ochavla, 8evel, 8evla","ottavel (f: ottavla) (8avel, 8avla)","ottavel, ottavla, 8avel, 8avla",,,,,"75"
,"1","1","0","0","nov (9)","nov, 9","numeral","Kardinalzahl","neun","neun","nov","nov, 9","nov","nov, 9","nov","nov, 9","nouv","nouv, 9","nouv","nouv, 9",,,,,"76"
,"1","0","0","0","novavel (m)
novavla (f)","novavel, novavla","dumber ordinal","Ordnungszahl","neunte(r,s)","neunter","novavel (m)
novavla (f)","novavel, novavla","novavel (m)
novavla (f)","novavel, novavla","novavel (m)
novavla (f)","novavel, novavla","nouvevel (m)
nouvevla (f)","nouvevel, nouvevla","novavel (m)
novavla (f)","novavel, novavla, 9avel, 9avla",,,,,"77"
,"1","1","0","0","diesch (10)","diesch, 10","numeral","Kardinalzahl","zehn","zehn","diesch","diesch, 10","diesch","diesch, 10","diesch","diesch, 10","desch","desch, 10","desch","desch, 10",,,,,"78"
,"1","0","0","0","dieschavel
(f: dieschavla) (10avel, 10avla)","dieschavel, dieschavla, 10avel, 10avla","dumber ordinal","Ordnungszahl","zehnte(r,s)","zehnter","dieschavel
(f: dieschavla) (10avel, 10avla)","dieschavel, dieschavla, 10avel, 10avla","dieschavel (f: dieschavla) (10avel, 10avla)","dieschavel, dieschavla, 10avel, 10avla","dieschavel (f: dieschavla) (10avel, 10avla)","dieschavel, dieschavla, 10avel, 10avla","deschevel (f: deschevla)","deschevel, deschevla, 10evel, 10evla","deschavel (f: deschavla)","deschavel, deschavla, 10avel, 10avla",,,,,"79"
,"1","1","0","0","indesch (11)","indesch, 11","numeral","Kardinalzahl","elf","elf","endisch","endisch, 11","endesch","endesch, 11","endesch","endesch, 11","ündesch","ündesch, 11","ündesch","ündesch, 11",,,,,"80"
,"1","0","0","0","indeschavel
(f: indeschavla) (11avel, 11avla)","indeschavel, indeschavla, 11avel, 11avla","dumber ordinal","Ordnungszahl","elfte(r,s)","elfter","endischavel
(f: endischavla)","endischavel, endischavla, 11avel, 11avla","endeschavel (f: endeschavla)","endeschavel, endeschavla","endeschavel (f: endeschavla)","endeschavel, endeschavla","ündeschevel (f: ündeschevla)","ündeschevel, ündeschevla, 11evel, 11evla","ündeschavel (f: ündeschavla)","ündeschavel, ündeschavla, 11avel, 11avla",,,,,"81"
,"1","1","0","0","dudesch (12)","dudesch, 12","numeral","Kardinalzahl","zwölf","zwölf","dudisch","dudisch, 12","dudesch","dudesch, 12","dodesch","dodesch, 12","dudesch","dudesch, 12","dudesch","dudesch, 12",,,,,"82"
,"1","0","0","0","dudeschavel
(f: dudeschavla) (12avel, 12avla)","dudeschavel, dudeschavla, 12avel, 12avla","dumber ordinal","Ordnungszahl","zwölfte(r,s)","zwölfter","dudischavel
(f: dudischavla)","dudischavel, dudischavla, 12avel, 12avla","dudeschavel (f: dudeschavla)","dudeschavel, dudeschavla","dodeschavel (f: dodeschavla)","dodeschavel, dodeschavla","dudeschevel (f: dudeschevla)","dudeschevel, dudeschevla","dudeschavel (f: dudeschavla)","dudeschavel, dudeschavla, 12avel, 12avla",,,,,"83"
,"1","1","0","0","tredesch (13)","tredesch. 13","numeral","Kardinalzahl","dreizehn","dreizehn","tredisch","tredisch, 13","tredesch","tredesch, 13","tredesch","tredesch, 13","tredesch","tredesch, 13","traidesch","traidesch, 13",,,,,"84"
,"1","0","0","0","tredeschavel
(f: tredeschavla)","tredeschavel, tredeschavla","dumber ordinal","Ordnungszahl","dreizehnte(r,s)","dreizehnter","tredischavel, f: tredischavla)","tredischavel, tredischavla, 13avel, 13avla","tredeschavel (f: tredeschavla)","tredeschavel, tredeschavla","tredeschavel (f: tredeschavla)","tredeschavel, tredeschavla","tredischevel (f: tredischevla)","tredischevel, tredischevla, 13eval, 13evla","traideschavel (f: traideschavla)","traideschavel, traideschavla, 13avel, 13avla",,,,,"85"
,"1","1","0","0","quattordesch (14)","quattordesch, 14","numeral","Kardinalzahl","vierzehn","vierzehn","quitordisch","quitordisch, 14","quitordesch","quitordesch, 14","quittordesch","quittordesch, 14","quattordesch","quattordesch, 14","quattordesch","quattordesch, 14",,,,,"86"
,"1","0","0","0","quattordeschavel
(f: quattordeschavla) (14avel, 14avla)","quattordeschavel, quattordeschavla, 14avel, 14avla","dumber ordinal","Ordnungszahl","vierzehnte(r,s)","vierzehnter","quitordischavel
(f: quitordischavla)","quitordischavel, quitordischavla, 14avel, 14avla","quitordeschavel (f: quitordeschavla)","quitordeschavel, quitordeschavla","quittordeschavel (f: quittordeschavla)","quittordeschavel, quittordeschavla","quattordeschevel (f: quattordeschevla)","quattordeschevel, quattordeschevla, 14evel, 14evla","quattordeschavel (f: quattordeschavla)","quattordeschavel, quattordeschavla, 14avel, 14avla",,,,,"87"
,"1","1","0","0","quindesch (15)","quindesch, 15","numeral","Kardinalzahl","fünfzehn","fünfzehn","quendisch","quendisch, 15","quendesch","quendesch, 15","quindesch","quindesch, 15","quindesch","quindesch, 15","quindesch","quindesch, 15",,,,,"88"
,"1","0","0","0","quindeschavel
(f: quindeschavla) (15avel, 15avla)","quindeschavel, quindeschavla, 15avel, 15avla","dumber ordinal","Ordnungszahl","fünfzehnte(r,s)","fünfzehnter","quendischavel
(f: quendischavla)","quendischavel, quendischavla, 15avel, 15avla","quendeschavel (f: quendeschavla)","quendeschavel, quendeschavla","quindeschavel (f: quindeschavla)","quindeschavel, quindeschavla","quindeschevel (f: quindeschevla)","quindeschevel, quindeschevla, 15evel, 15evla","quindeschavel (f: quindeschavla)","quindeschavel, quindeschavla, 15avel, 15avla",,,,,"89"
,"1","1","0","0","sedesch (16)","sedesch, 16","numeral","Kardinalzahl","sechzehn","sechzehn","sedisch","sedisch, 16","sedesch","sedesch, 16","sedesch","sedesch, 16","saidesch","saidesch, 16","saidesch","saidesch, 16",,,,,"90"
,"1","0","0","0","sedeschavel
(f: sedeschavla) (16avel, 16avla)","sedeschavel, sedeschavla, 16avel, 16avla","dumber ordinal","Ordnungszahl","sechzehnte(r,s)","sechzehnter","sedischavel
(f: sedischavla)","sedischavel, sedischavla, 16avel, 16avla","sedeschavel (f: sedeschavla)","sedeschavel, sedeschavla","sedeschavel (f: sedeschavla)","sedeschavel, sedeschavla","saideschevel (f: saideschevla)","saideschevel, saideschevla, 16evel, 16evla","saideschavel (f: saideschavla)","saideschavel, saideschavla, 16avel, 16avla",,,,,"91"
,"1","1","0","0","deschset (17)","deschset, 17","numeral","Kardinalzahl","siebzehn","siebzehn","gissiat","gissiat, 17","gisseat","gisseat, 17","dischset","dischset, 17","dischset","dischset, 17","deschset","deschset, 17",,,,,"92"
,"1","0","0","0","deschsetavel
(f: deschsetavla) (17avel, 17avla)","deschsetavel, deschsetavla, 17avel, 17avla","dumber ordinal","Ordnungszahl","siebzehnte(r,s)","siebzehnter","gisiatavel
(f: gisiatavla)","gisiatavel, gisiatavla, 17avel, 17avla","gisseatavel (f: gisseatavla)","gisseatavel, gisseatavla","dischsettavel (f: dischsettavla)","dischsettavel, dischsettavla","dischsetevel (f: dischsetevla)","dischsetevel, dischsetevla, 17evel, 17evla","dischsetavel (f: dischsetavla)","dischsetavel, dischsetavla, 17avel, 17avla",,,,,"93"
,"1","1","0","0","deschdotg (18)","deschdotg, 18","numeral","Kardinalzahl","achtzehn","achtzehn","schotg","schotg. 18","schotg","schotg, 18","dischdotg","dischdotg, 18","dischdoch","dischdoch, 18","deschdot","deschdot, 18",,,,,"94"
,"1","0","0","0","deschdotgavel
(f: deschdotgavla) 18avel / 18avla","deschdotgavel, deschdotgavla, 18avel, 18avla","dumber ordinal","Ordnungszahl","achtzehnte(r)","achtzehnter","schotgavel
(f: schotgavla)","schotgavel, schotgavla","schotgavel (f: schotgavla)","schotgavel, schotgavla","dischdotgavel (f: dischdotgavla)","dischdotgavel, dischdotgavla","dischdochevel (f: dischdochevla)","dischdochevel, dischdochevla, 18evel, 18evla","deschdottavel, deschdottavla (18avel/18avla)","deschdottavel, deschdottavla, 18avel, 18avla",,,,,"95"
,"1","1","0","0","deschnov (19)","deschnov, 19","numeral","Kardinalzahl","neunzehn","neunzehn","scheniv","scheniv, 19","schenev","schenev, 19","dischnov","dieschnov, 19","dischnouv","dischnouv, 19","deschnouv","deschnouv, 19",,,,,"96"
,"1","1","0","0","deschnovavel
(f: deschnovavla) (19avel, 19avla)","deschnovavel, deschnovavla, 19avel, 19avla","dumber ordinal","Ordnungszahl","neunzehnte(r,s)","neunzehnter","schenivavel
(f: schenivavla)","schenivavel, schenivavla, 19avel, 19avla","schenevavel (f: schenevavla)","schenevavel, schenevavla","dischnovavel (f: dischnovavla)","dischnovavel, dischnovavla","dischnovevel (f: dischnovevla)","dischnovevel, dischnovevla, 19evel, 19evla","dischnovavel (f: dischnovavla)","dischnovavel, dischnovavla, 19avel, 19avla",,,,,"97"
,"1","1","0","0","ventg (20)","ventg, 20","numeral","Kardinalzahl","zwanzig","zwanzig","vegn","vegn, 20","veintg","veintg, vaintg, ventg, 20","vantg","vantg, 20","vainch","vainch, 20","vainch","vainch, 20",,,,,"98"
,"1","1","0","0","ventgavel
(f: ventgavla) (20avel, 20avla)","ventgavel, ventgavla, 20avel, 20avla","dumber ordinal","Ordnungszahl","zwanzigste(r,s)","zwanzigster","vegnavel
(f: vegnavla)","vegnavel, vegnavla, 20avel, 20avla","veintgavel (f: veintgavla)","veintgavel, veintgavla","vantgavel (f: vantgavla)","vantgavel, vantgavla","vainchevel (f: vainchevla)","vainchevel, vainchevla, 20evel, 20evla","vainchavel (f: vainchavla)","vainchavel, vainchavla, 20avel, 20avla",,,,,"99"
